شماره ترمینال,SumOfتعداد برداشت وجه,SumOfمبلغ برداشت وجه,SumOfکارمزد برداشت وجه,SumOfتعداد مانده گیری,SumOfکارمزد مانده گیری,SumOfتعداد پرداخت قبض,SumOfمبلغ پرداخت قبض,SumOfکارمزد شتابی پرداخت قبض,SumOfتعداد خرید شارژ,SumOfمبلغ خرید شارژ,SumOfکارمزد شتابی خرید شارژ,SumOfتعداد انتقال وجه,SumOfمبلغ انتقال وجه,SumOfکارمزد شتابی انتقال وجه,SumOfتعداد سایر تراکنش ها,SumOfمبلغ سایر تراکنش ها,tedad_kol,Expr1
221582,10804,9498450000,56868400,3381,1081500,419,212418000,414000,1011,43130000,1020000,5664,41173243446,16743500,7966,62877520217,29245,76127400
315606,10844,7097880000,57860435,5065,2432500,292,96096000,426000,2256,60030000,3277500,4881,23070564057,14831000,5781,33862176725,29119,78827435
313371,9588,7249600000,58202050,4049,1957000,338,171093000,471000,1557,48630000,2256000,6203,34080948483,18880000,7318,50344112421,29053,81766050
385020,10729,8454150000,59214825,3509,1374500,579,398539000,747000,1446,47150000,1894500,5482,33611092280,16625500,7284,45798445618,29029,79856325
386313,12168,7630500000,63652250,4721,2339500,395,99664000,588000,2167,60060000,3223500,4374,17697178745,13182500,5187,27254500000,29012,82985750
221690,9474,8994250000,58351650,2933,1019500,493,474740000,478500,783,40470000,928500,6805,49994144849,20190500,8513,63365849804,29001,80968650
320134,10418,8978190000,72669645,4561,2198000,322,137538000,456000,1913,54330000,2745000,5374,28598717299,16430500,6225,39524822462,28813,94499145
385950,9079,7280500000,53393175,3407,1339500,564,400656000,663000,1245,55260000,1672500,6306,36235233440,19314500,8194,49347972190,28795,76382675
292115,11084,7659500000,62150130,4322,2078500,394,219535000,541500,2114,61770000,3040500,5008,22257029991,15250500,5852,28760105485,28774,83061130
222966,9051,9509550000,60647925,2599,919000,461,633628000,423000,608,30970000,729000,7054,54319269329,21029000,8883,70543950359,28656,83747925
226535,8893,8121600000,53347275,3525,1322000,740,727135000,810000,827,33930000,957000,6422,44043776230,19305000,8177,62669439724,28584,75741275
384576,9266,8984500000,60063975,3051,1143000,551,607584000,571500,615,33540000,738000,6736,50419677960,20336500,8320,67806744907,28539,82852975
386041,10114,5337860000,44638685,4289,2106500,451,279046000,667500,2573,78120000,3820500,5138,18085175501,15517000,5912,27476047671,28477,66750185
310774,10449,7077160000,54497070,3513,1611000,544,266322000,720000,1514,48970000,2086500,5712,28049137190,17385000,6725,37613225975,28457,76299570
304291,10103,8450330000,68716550,3554,1687500,318,240937000,433500,1617,52160000,2326500,5867,31588946481,17881000,6946,45392858728,28405,91045050
386031,10215,6683700000,56339700,4302,2140500,474,277063000,709500,2632,76460000,3922500,4977,18207242736,15004500,5771,28261865482,28371,78116700
225050,8465,8679050000,59169775,2828,1001000,492,2805227000,502500,461,27340000,565500,7053,53440852819,21181500,9051,69937195281,28350,82420275
386289,7716,6272130000,53167330,4251,2114000,276,94333000,406500,1232,40810000,1846500,6901,38871405902,20816500,7969,54677910219,28345,78350830
386311,12081,7357950000,61826450,4672,2320000,467,126022000,696000,2139,57050000,3184500,4041,14354808495,12193000,4860,22848503037,28260,80219950
385903,10334,8499430000,69330080,3792,1843500,196,83371000,276000,1056,31530000,1528500,5883,35588033397,17891000,6975,55467869495,28236,90869080
384800,10118,8408680000,68317900,3585,1724000,252,156058000,357000,1405,45350000,2035500,5939,31468373460,17995500,6935,45883314214,28234,90429900
386042,10324,6720800000,56330350,4262,2107500,451,157440000,667500,1906,54290000,2832000,5192,22784258284,15660500,6021,30436243477,28156,77597850
384807,11084,7070650000,59240325,4155,2047500,481,192010000,709500,1804,49410000,2689500,4860,20351440229,14680000,5712,28257367870,28096,79366825
384805,11176,7323700000,60939475,3941,1937000,588,215404000,835500,1958,56680000,2911500,4683,18988466550,14165000,5488,26541414664,27834,80788475
226536,8862,7754300000,51162775,3466,1283000,706,715769000,732000,768,35420000,918000,6091,43878954213,18445000,7856,64586323384,27749,72540775
216624,11599,6550350000,41116625,3084,949000,322,359360000,303000,1017,42230000,1185000,4705,34931596041,13897500,6878,50394526015,27605,57451125
386030,12113,7491550000,62762725,4343,2153000,422,110046000,622500,2204,57620000,3292500,3870,13807014723,11653000,4583,21802566839,27535,80483725
344944,8815,7733400000,50975350,3511,1273000,855,393991000,945000,1009,37690000,1192500,5718,45383494393,17207500,7575,62200984899,27483,71593350
221508,8636,8714700000,54459925,2635,907000,482,542966000,390000,475,22250000,511500,6743,51645047157,20025500,8474,71360215772,27445,76293925
386059,11727,7640700000,64422775,4717,2335000,349,120313000,520500,1961,50960000,2916000,3970,15240926579,11993000,4708,23254487510,27432,82187275
336679,10252,7177330000,58193210,4024,1959500,356,232407000,495000,1905,49150000,2769000,5002,26080716112,15234500,5889,37984414977,27428,78651210
222083,7490,7055800000,42049075,3571,1191500,751,585682000,768000,926,33530000,1072500,6013,45025949706,17893500,8659,61040421293,27410,62974575
384569,8869,8142590000,58874145,3010,1322500,447,350801000,565500,706,35880000,906000,6579,42925342235,19996000,7786,54361752581,27397,81664145
221728,7709,9231350000,54329450,2751,922500,494,1162651000,391500,703,35540000,714000,7118,59429872693,21014500,8622,73458507652,27397,77371950
386212,11107,7105400000,57217155,4182,2014500,384,166961000,543000,2120,54040000,3091500,4338,19997575286,13167000,5175,28886057294,27306,76033155
376708,11226,7855830000,63413570,4401,2127500,418,154002000,595500,2125,57110000,3096000,4144,18922468509,12590500,4981,28239497335,27295,81823070
385666,8683,7946850000,54613350,3240,1128000,369,272087000,397500,708,33170000,844500,6189,45422797644,18650000,8090,59291957496,27279,75633350
385944,10802,6689950000,56301875,4092,2025000,196,118132000,294000,1919,57430000,2850000,4698,18120109500,14146500,5460,28362782674,27167,75617375
215198,8145,7230150000,43647925,2752,835000,651,522031000,651000,747,30530000,766500,5907,45831739248,17643000,8763,62506191612,26965,63543425
224738,9549,6168240000,49385255,3874,1868000,249,125475000,337500,1726,49070000,2431500,5353,27496224333,16290500,6191,36524445630,26942,70312755
315915,9808,6222020000,50554175,4574,2174500,166,52468000,220500,2387,61690000,3483000,4575,21429135731,13963500,5411,31927393813,26921,70395675
224365,12268,12400350000,94429050,2924,1226000,326,219553000,400500,1022,38970000,1384500,4497,27292934769,13949500,5824,38344108906,26861,111389550
386343,8793,6034750000,50876325,3917,1938500,241,90293000,355500,1213,44010000,1813500,5766,29194968240,17434000,6855,42908151793,26785,72417825
385338,10550,9280570000,76472800,3244,1545000,900,506812000,1330500,1247,48970000,1845000,4945,30685492016,15097000,5824,41138488094,26710,96290300
224808,8598,8504650000,47784025,2799,831000,363,435945000,304500,483,24870000,531000,6225,52970166371,17987500,8206,68598230973,26674,67438025
297421,8739,6607750000,48725400,3242,1307000,384,252619000,418500,1043,45470000,1413000,5831,32496994550,18050000,7434,43002625367,26673,69913900
222159,8059,7776650000,49094300,3134,1120500,464,334876000,396000,888,38860000,1018500,6134,43343289308,18536500,7985,56650861281,26664,70165800
213955,6892,7883150000,39743025,2574,778500,756,874113000,613500,526,27340000,534000,7091,60217911254,20579500,8709,79792733972,26548,62248525
386370,11469,8167300000,68770525,4587,2277500,411,192308000,616500,1765,51800000,2629500,3786,16280497635,11407000,4494,25436711080,26512,85701025
364390,8144,6745650000,52040060,4235,1967500,394,251385000,535500,1275,45210000,1783500,5691,28176389333,17410500,6765,38046614914,26504,73737060
386162,9857,6616880000,53116415,3532,1678000,312,196432000,442500,1430,52290000,2088000,5092,22884284626,15493000,6191,34623149627,26414,72817915
384495,8763,9019250000,60977725,2990,1086000,658,502047000,625500,555,27200000,642000,5942,41714321616,18036500,7389,54324863585,26297,81367725
385639,8477,6674300000,51400520,3311,1404000,224,151930000,300000,1550,64830000,2103000,5663,33843954756,17508000,7038,44967544492,26263,72715520
326873,9456,7271850000,51256700,3422,1328000,616,480707000,759000,1326,46040000,1741500,4870,31345132310,14797500,6519,44632888158,26209,69882700
221584,7280,7309250000,44783525,2940,917000,538,486135000,523500,629,31750000,648000,6331,48854076798,18965000,8479,66773336499,26197,65837025
216537,8024,7548600000,52621375,3369,1286500,261,152139000,310500,1583,65660000,2040000,5753,37866532141,17772000,7201,51114692472,26191,74030375
222425,7052,6565300000,36823700,2903,803000,522,453672000,462000,563,26990000,571500,6268,52300763161,18326000,8864,71739999044,26172,56986200
384808,11547,7534350000,62545550,4344,2148000,379,134157000,538500,1830,48530000,2712000,3670,14224348430,11031500,4367,20162427004,26137,78975550
315586,8537,6831800000,55218890,3715,1788500,241,97516000,352500,1286,37270000,1845000,5708,37613807014,17339500,6646,52323716658,26133,76544390
224915,8351,6061080000,47169815,4280,1977000,518,392237000,648000,1521,53960000,2076000,5225,23575957723,15989000,6226,33019149128,26121,67859815
364387,8686,6725940000,54104200,4258,2059500,486,204447000,693000,1608,54410000,2343000,5031,24512712756,15316500,6026,36538998277,26095,74516200
386267,8500,6374010000,49698990,3273,1510500,410,259669000,541500,1194,39850000,1660500,5907,30020027116,18000500,6806,39454877144,26090,71411990
224798,8702,7950570000,52700850,2699,954500,362,314087000,388500,579,28780000,675000,6087,44424262622,18174000,7644,56491413296,26073,72892850
386368,9490,6674490000,56436515,4130,2056500,231,74094000,346500,1193,39400000,1785000,5023,28161291032,15174000,5963,41093907422,26030,75798515
222081,8365,8441450000,55029425,3001,1055500,474,658056000,468000,529,25820000,613500,5860,43964001155,17706500,7768,58307784394,25997,74872925
326221,7412,6684900000,39982300,3257,1012500,655,552717000,678000,631,26690000,739500,5955,48840385854,17512500,8084,63806253414,25994,59924800
312728,8901,7478180000,60092195,3427,1646500,269,101055000,360000,1091,34050000,1572000,5510,30887513000,16804500,6770,44515866425,25968,80475195
217773,8268,6315750000,39572600,2033,706500,242,293909000,240000,812,29850000,979500,6325,46164129365,18693500,8251,65465712579,25931,60192100
291594,6178,6274100000,33157650,2734,763000,476,374230000,348000,466,21380000,403500,6776,59461566050,19713500,9285,79632667988,25915,54385650
215087,7985,6408050000,39819525,3016,962500,453,305468000,406500,1130,44130000,1287000,5603,48670435119,16657000,7638,65073155493,25825,59132525
216634,8377,6979600000,42937750,2717,951000,681,413668000,715500,776,27080000,909000,5716,40588422966,16920500,7555,58820513344,25822,62433750
269020,8482,7534700000,47670550,2361,864000,357,661648000,426000,793,30070000,874500,6066,48207738488,18212000,7743,65006570924,25802,68047050
386153,10108,5692840000,46383480,4534,2190000,269,84159000,384000,1998,52730000,2913000,4063,20524696200,12381500,4775,28246584541,25747,64251980
224791,9043,6763320000,55277710,3767,1823500,426,202534000,606000,1612,45820000,2311500,5007,26513110746,15241500,5866,36748305289,25721,75260210
211321,7224,9349050000,54239775,2397,787500,541,761551000,427500,480,24690000,471000,6743,54061409282,19728500,8297,66260011338,25682,75654275
219883,9133,7164450000,43867225,2862,849000,337,334129000,316500,597,32440000,678000,5419,41638710065,15709000,7278,56928225593,25626,61419725
385733,9633,6775560000,54761505,4034,1950000,370,157600000,514500,1948,51820000,2830500,4380,20378400372,13304500,5240,30421083845,25605,73361005
385803,8528,6322980000,53391815,3995,1978500,404,128444000,597000,1432,49590000,2124000,5058,26313278754,15273500,6160,42271712451,25577,73364815
386093,9302,6370960000,51196860,3378,1628000,274,164943000,363000,1689,50210000,2415000,5011,25048376895,15271500,5865,35645935778,25519,70874360
217732,8311,7743600000,45369600,3103,867000,662,474804000,582000,588,27140000,628500,5319,40644735516,15655500,7405,53978809161,25388,63102600
384816,8474,5347880000,45145880,3994,1972000,248,132199000,367500,2413,75850000,3589500,4729,17688373720,14266500,5511,23964701808,25369,65341380
386345,8960,6035400000,50841645,4207,2084500,309,102871000,451500,1367,42870000,2029500,4805,22523240569,14521500,5698,35497413754,25346,69928645
384794,9261,7052210000,57109885,3463,1662500,509,364080000,732000,957,38700000,1402500,5225,23457983115,15858500,5894,28917005537,25309,76765385
222138,7101,7001450000,47571950,3077,1155000,464,342408000,480000,735,38160000,840000,6176,44842141930,18646000,7695,58977421844,25248,68692950
312723,9409,7374880000,58284670,3642,1734500,264,103528000,366000,1342,40030000,1930500,4864,29280379856,14868000,5717,41951279649,25238,77183670
315589,8563,6927420000,57085745,4173,2049500,253,108747000,363000,1457,40610000,2145000,4948,30494006116,14998500,5843,42839906559,25237,76641745
224799,8497,7766230000,51814555,2628,907500,364,356695000,406500,450,22990000,499500,5727,43394829479,17191500,7569,59314694649,25235,70819555
386356,7933,6479790000,51319260,2822,1336000,308,231086000,426000,1084,43950000,1527000,6064,34765864594,18450500,7018,46639430302,25229,73058760
282339,7974,6062170000,46340810,4002,1866000,241,227767000,313500,1468,51490000,1978500,5356,25121747954,16370500,6187,32681266093,25228,66869310
224466,9626,6235040000,49348365,3991,1877000,546,178197000,777000,2226,63200000,3106500,4034,19206013856,12357000,4768,26525620257,25191,67465865
384802,9476,7018560000,58684935,4544,2253500,247,80929000,363000,1553,38760000,2307000,4257,19729060757,12916000,5109,28043465896,25186,76524435
292121,11018,6211370000,49865845,3574,1718000,261,107955000,381000,2055,56800000,2955000,3783,21084274306,11529500,4491,30079535019,25182,66449345
386032,10754,7102050000,59723975,4274,2118000,512,194896000,763500,2066,54000000,3061500,3439,12128633500,10393500,4119,19120637575,25164,76060475
224737,9365,7173050000,56247135,3221,1518000,379,199823000,538500,1438,56240000,2085000,4949,24468582241,15105000,5725,32627690272,25077,75493635
385304,7962,6990340000,57421750,3331,1625000,343,213358000,492000,1123,35900000,1644000,5688,31238742115,17299500,6568,43668341981,25015,78482250
386329,9988,7124450000,59659800,3836,1888500,245,125057000,363000,1772,53840000,2638500,4158,17289188955,12607000,5001,26766344928,25000,77156800
222085,7924,8047800000,54170500,2891,1023000,842,818079000,828000,597,30130000,675000,5653,39846762685,17095000,7087,51709098602,24994,73791500
207974,8517,7126900000,47260425,3236,1005500,519,287216000,516000,804,35030000,1000500,4945,37223481879,14576000,6973,50665422810,24994,64358425
386252,8435,6571900000,53848350,4794,2330000,464,197808000,681000,1770,50400000,2602500,4303,17461950782,13102000,5219,32843760768,24985,72563850
226145,10688,6116380000,49700010,4044,1943500,200,79226000,277500,2156,50680000,3091500,3620,18309459343,10911500,4267,26366862847,24975,65924010
386307,7762,6190480000,50286000,3609,1714000,484,261067000,690000,1133,47650000,1639500,5460,27175930731,16589500,6417,37950965216,24865,70919000
384684,9727,7749550000,63212035,4197,2023500,270,99323000,387000,1593,43210000,2341500,4095,22864692804,12497000,4975,31803329213,24857,80461035
315825,8252,5553300000,44748845,3305,1582000,334,184960000,486000,1029,41840000,1479000,5380,28777523826,16444500,6556,40992551463,24856,64740345
386039,7835,5832130000,48905600,3615,1786500,418,150500000,621000,1341,47870000,1999500,5376,26588030776,16225500,6265,36088123297,24850,69538100
386213,9147,5668810000,47685510,4423,2200000,274,76974000,411000,1367,40320000,2043000,4406,21357299567,13315500,5226,35405937720,24843,65655010
384673,8658,7572820000,59198760,3418,1553000,458,296792000,618000,990,41910000,1374000,5180,28399031311,15796500,6121,36639814959,24825,78540260
272676,9315,6992600000,46629300,2806,980000,383,229409000,406500,637,27540000,729000,5059,35456777744,15072000,6619,46928082393,24819,63816800
228622,8131,6521750000,42247550,2582,906500,448,249768000,436500,675,29290000,769500,5783,43361135730,17110500,7176,53735445222,24795,61470550
386063,6847,4768720000,40348395,4362,2175500,301,108112000,450000,1504,48030000,2236500,5426,27757736947,16385500,6342,41998563941,24782,61595895
221727,8036,8397300000,51786250,2410,805000,360,590028000,321000,483,28250000,568500,6038,47635958938,17747000,7454,59365182321,24781,71227750
385949,9615,7596350000,55717755,2586,1129000,356,270573000,429000,719,36420000,925500,5285,31056035383,16037000,6187,43034877107,24748,74238255
310769,8635,6918480000,54191070,2889,1353500,291,150997000,390000,1190,41260000,1675500,5424,30719888276,16510500,6304,39238668533,24733,74120570
312675,9549,6669350000,54454400,3262,1539000,533,296793000,754500,1411,49110000,2023500,4627,20381328402,14028500,5348,26590474718,24730,72799900
219935,7699,7372550000,46037700,2286,770000,326,509604000,283500,893,46410000,1110000,5917,45481741287,17475000,7506,58876035973,24627,65676200
384083,7829,8406900000,53673250,2470,912500,298,586375000,276000,488,27160000,579000,6137,47561817324,18234000,7403,59750936157,24625,73674750
213838,7714,8470550000,52604630,2527,890500,396,481028000,355500,562,32930000,678000,6076,48167484594,18091000,7344,60170166764,24619,72619630
315832,9878,7397420000,60801435,4435,2168000,345,94261000,493500,1805,47090000,2620500,3683,18704341946,11133000,4440,27247607822,24586,77216435
346318,8116,9305400000,59171475,2604,858000,349,507659000,370500,388,25200000,397500,5789,42909531384,17522000,7331,54399287442,24577,78319475
384160,8715,6133020000,51821695,4198,2086500,418,156829000,624000,1414,47030000,2115000,4426,22789597659,13370500,5404,33148464423,24575,70017695
386186,8729,6622750000,56099150,4178,2078000,176,56476000,264000,1727,54240000,2575500,4467,22050480986,13463000,5274,30767425164,24551,74479650
384322,9523,7190100000,48945975,3259,1149000,460,258672000,558000,1074,34510000,1333500,4058,30481569022,12258000,6168,44050332647,24542,64244475
386318,7876,5353020000,44670560,4063,1988000,343,109832000,505500,2220,68570000,3261000,4611,20470756596,13987000,5423,28014350484,24536,64412060
222082,7285,6908050000,44364900,3360,1211000,493,475687000,495000,572,26490000,699000,5475,40042361416,16468500,7274,54498811730,24459,63238400
222158,9105,7087650000,48204775,3386,1199500,462,224804000,519000,1076,32780000,1386000,4180,29530844554,12744500,6249,45827381550,24458,64053775
224774,8847,8805900000,58737550,2433,828500,413,396398000,418500,466,29200000,550500,5392,43449960079,16127000,6878,55411157387,24429,76662050
386262,9647,7150610000,59871535,4005,1992500,453,176649000,670500,1743,51030000,2592000,3887,18282416500,11699000,4617,25086357334,24352,76825535
386154,7387,6271840000,50250980,3379,1631500,211,94162000,301500,1354,43290000,1959000,5510,32777577990,16762500,6499,44054833914,24340,70905480
386292,7886,6280060000,48886475,3834,1753500,284,174891000,391500,1171,41540000,1656000,5145,24151428245,15652000,6018,31496025274,24338,68339475
386256,9573,7610420000,58816345,3621,1694500,220,81714000,285000,1038,28600000,1410000,4528,25395651229,13784000,5316,33645573481,24296,75989845
218351,8233,7282810000,48017265,2803,971500,399,350658000,369000,715,31710000,889500,5230,39605155053,15658500,6863,55071335738,24243,65905765
386165,7907,6379350000,52837700,4762,2327000,488,204937000,697500,1707,48400000,2517000,4227,17022712115,12905500,5102,28078425314,24193,71284700
216627,8327,8071260000,50154590,2516,840500,392,1001791000,319500,503,27400000,615000,5444,44083236302,16004000,6911,56515218051,24093,67933590
386062,8761,5915550000,50039670,3796,1892500,294,75202000,441000,1314,42320000,1963500,4567,22114328076,13823000,5360,33876386642,24092,68159670
267683,7240,7629800000,47186050,2580,863000,448,564486000,438000,406,24980000,472500,5938,44112882285,17425500,7427,57058247365,24039,66385050
385510,9264,6039490000,50408740,3417,1681000,295,136627000,438000,1559,48940000,2307000,4257,19150873225,12901500,5241,30869264725,24033,67736240
385971,11254,6761800000,57052000,3500,1742000,197,102443000,295500,1734,46450000,2589000,3364,13559644519,10126000,3982,19786922682,24031,71804500
385869,11166,10811050000,85346800,2592,1171500,279,133932000,381000,948,35240000,1329000,4075,23600586811,12514000,4913,37408443318,23973,100742300
384690,8123,5453950000,46004125,3703,1838500,292,108954000,433500,1383,47530000,2059500,4821,22873561803,14551000,5594,32247128200,23916,64886625
385743,9731,7089080000,59619255,3324,1647000,437,177032000,649500,1512,50740000,2247000,4066,19654592635,12292500,4808,27350287501,23878,76455255
326218,6543,6158050000,37463325,2148,751500,672,609337000,663000,601,31200000,661500,6090,44482274323,18181500,7736,57918859040,23790,57720825
386058,9601,6406250000,53802875,4139,2055000,486,154708000,726000,1985,49910000,2961000,3442,14273992082,10382000,4090,21089634990,23743,69926875
225104,6716,6816600000,40245800,2330,682500,387,582122000,333000,419,20760000,418500,5757,48362105717,17019000,8130,67505512182,23739,58698800
385336,10473,8233870000,69066665,3843,1904500,603,211821000,886500,1776,51970000,2617500,3158,15986525762,9519500,3856,22935581910,23709,83994665
344748,6010,7274850000,44648375,2464,855500,1028,1469973000,1302000,477,28870000,490500,6266,50504743668,18534500,7441,61450389946,23686,65830875
272675,7748,6203900000,40715000,2794,969000,622,500994000,591000,674,32450000,784500,5125,33839957184,15430000,6694,47745590989,23657,58489500
292122,9605,5403570000,43439165,3584,1704500,268,161263000,363000,1648,47250000,2368500,3914,18637792415,11981500,4635,24164260063,23654,59856665
385665,6827,6695500000,45171975,2578,987500,440,540208000,457500,649,32650000,798000,5902,41364074170,17829500,7168,54487853726,23564,65244475
222129,7924,6180600000,40269600,3016,993000,424,213646000,451500,937,34620000,1090500,4626,36417213265,13605500,6625,53122185883,23552,56410100
384321,7525,6403000000,43257775,2616,942500,410,454794000,406500,620,27250000,766500,5389,40162380820,16147000,6963,55390099446,23523,61520275
384976,6388,6385050000,41504650,2742,966500,565,585568000,559500,639,27480000,720000,5617,46073423611,16634000,7570,63150543699,23521,60384650
384517,10729,8150920000,68004080,3642,1811000,500,185596000,735000,1743,51860000,2586000,3085,15590719465,9334000,3814,22199002582,23513,82470080
218352,8685,8359800000,56302725,2641,938500,636,692535000,672000,435,22790000,508500,4863,34841981485,14627000,6138,45484432834,23398,73048725
385727,9388,7511210000,59880970,3105,1481000,239,90475000,336000,1276,38250000,1831500,4310,25392749014,13163000,5064,35086566892,23382,76692470
224795,7518,6336850000,42370800,2714,963000,481,449934000,504000,551,23570000,669000,5252,38047563763,15796000,6860,53452670717,23376,60302800
385746,8481,6461050000,53514725,3060,1473000,185,104374000,261000,2062,77180000,3039000,4361,23440752211,13226500,5212,32726845546,23361,71514225
296041,7992,8174650000,56181175,2484,940500,223,171575000,208500,721,32200000,898500,5323,37310165923,16487000,6614,48389523323,23357,74715675
384721,7502,6268170000,45108990,2189,942000,349,696207000,424500,906,43150000,1177500,5810,37022144791,17580000,6598,45461521119,23354,65232990
315578,6668,5443340000,42567320,2984,1349000,339,194327000,474000,879,38820000,1236000,5733,29448567803,17521500,6716,42332295653,23319,63147820
384813,9916,6443050000,54122475,4031,2002500,381,118939000,568500,1849,47950000,2758500,3227,12545837927,9741500,3868,18250331970,23272,69193475
224505,9966,6756700000,43467300,2176,665000,197,186651000,181500,656,30610000,751500,4318,30936640562,12715500,5900,38465677858,23213,57780800
315583,7625,5119780000,41327765,3482,1654500,423,256700000,592500,1053,29950000,1503000,4760,21886834031,14438500,5869,32328536066,23212,59516265
384804,9550,5975050000,49700775,2975,1458500,834,318897000,1216500,1597,55870000,2346000,3747,14099308031,11325000,4442,21331985306,23145,66046775
386056,9819,8104730000,68206805,3566,1774500,546,192443000,814500,1711,51060000,2541000,3444,17445947737,10414500,4007,23256096752,23093,83751305
369619,8675,5846790000,47690525,3805,1853000,305,135503000,439500,2057,53580000,3021000,3734,20807555270,11329000,4470,32315536372,23046,64333025
386200,8668,6009040000,48391010,3351,1602000,371,188394000,528000,1323,43580000,1902000,4271,20499492518,13010500,5035,28931283675,23019,65433510
208791,7824,6291300000,37167950,2224,659500,330,684364000,291000,535,25200000,601500,5182,46759297253,15008500,6900,63046831383,22995,53728450
386247,8888,7101660000,57259060,3433,1637500,197,73151000,273000,1185,35960000,1698000,4205,23523277819,12840000,5068,34880790682,22976,73707560
315588,8280,6440080000,52236750,3368,1634500,52,16079000,73500,1453,40890000,2106000,4516,27973256837,13712000,5303,35573980334,22972,69762750
